Car_Id,Company,Model,Variant,FuelType,Colour,Kilometer driven,BodyStyle,TransmissionType,Registered_city,Registered_state,ManufactureDate,ModelYear,Manufacturing price,Reason,Age
569780,MAHINDRA,XUV700,AX3 AT,PETROL,White,1625,SUV,Automatic,mumbai east,maharashtra,01-12-2022,2022,334299,High traffic urban area,42
569897,HONDA,BRIO,EX MT,PETROL,Urban Titanium,79640,HATCHBACK,Manual,mumbai east,maharashtra,01-07-2013,2013,554499,High traffic urban area,61
570175,HYUNDAI,I20,MAGNA O 1.2,PETROL,White,80998,HATCHBACK,Manual,hyderabad,telangana,01-09-2013,2013,524699,Pandemic,28
570267,VOLKSWAGEN,POLO,COMFORTLINE 1.2L PETROL,PETROL,Red,57377,HATCHBACK,Manual,hyderabad,telangana,01-01-2016,2016,441299,Pandemic,65
570318,MARUTI SUZUKI,SWIFT,VXI,PETROL,Grey,47892,HATCHBACK,Manual,navi mumbai,maharashtra,01-05-2017,2017,210099,High traffic urban area,27
570422,RENAULT,KWID,RXL,PETROL,White,14316,HATCHBACK,Automatic,surat,gujarat,01-06-2019,2019,394499,High traffic urban area,41
570596,HONDA,CITY,1.5 V MT,PETROL,Silver,34499,SEDAN,Manual,gurgaon,haryana,01-11-2015,2015,331799,Pandemic,21
570672,MAHINDRA,XUV500(2011_2015),W6,DIESEL,Pearl White,61319,SUV,Manual,new delhi,delhi,01-10-2015,2015,880799,High traffic urban area,61
570756,MAHINDRA,XUV300,W8 DIESEL,DIESEL,Silver,33109,SUV,Manual,bangalore central,karnataka,01-03-2021,2021,224699,Pandemic,19
571118,MARUTI SUZUKI,ERTIGA(2018-2022),VXI CNG BS-VI,CNG,Grey,12017,MPV,Manual,bengaluru,karnataka,01-01-2022,2022,322399,High traffic urban area,22
571276,TOYOTA,COROLLA ALTIS(2017-2020),1.8 G,PETROL,White,33829,SEDAN,Manual,delhi,delhi,01-09-2019,2019,918099,High traffic urban area,64
571294,TATA,TIAGO,XZ PLUS CNG,CNG,Grey,25620,HATCHBACK,Manual,tindivanam,tamil nadu,01-01-2022,2022,212999,Pandemic,28
571917,HONDA,AMAZE,1.2 SAT I VTEC,PETROL,Brown,33887,SEDAN,Automatic,delhi,delhi,01-06-2018,2018,374799,High traffic urban area,34
572070,HYUNDAI,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,PETROL,Grey,4489,HATCHBACK,Automatic,hyderabad,telangana,01-05-2021,2021,471799,High traffic urban area,61
572094,MARUTI SUZUKI,SWIFT DZIRE,VXI,PETROL,White,42291,SEDAN,Automatic,bangalore south,karnataka,01-01-2016,2016,409199,High traffic urban area,24
572256,MARUTI SUZUKI,CELERIO(2017-2019),ZXI,PETROL,Pearl White,26905,HATCHBACK,Automatic,hyderabad,telangana,01-12-2018,2018,246199,High traffic urban area,19
572257,MARUTI SUZUKI,VITARA BREZZA,VDI O,DIESEL,Red,58109,SUV,Automatic,mumbai west,maharashtra,01-06-2017,2017,526999,High traffic urban area,51
572270,HONDA,AMAZE,1.2 VX O I-VTEC,PETROL,Silver,54272,SEDAN,Automatic,mumbai,maharashtra,01-10-2016,2016,268299,Pandemic,36
572302,HONDA,WR V,S MT PETROL,PETROL,Red,15085,SUV,Automatic,bengaluru,karnataka,01-02-2019,2019,517499,Budget,65
572337,HONDA,WR V,VX MT PETROL,PETROL,A Silver,38236,SUV,Automatic,mumbai,maharashtra,01-01-2018,2018,401000,Income issues,46
572341,HYUNDAI,CRETA,1.4 CRDI S PLUS,DIESEL,Pearl White,88115,COMPACTSUV,Automatic,ahmedabad,gujarat,01-07-2016,2016,625799,Budget,59
572576,JEEP,COMPASS,LONGITUDE 2.0 DIESEL,DIESEL,White,93235,SUV,Automatic,bengaluru,karnataka,01-05-2017,2017,788399,Income issues,51
572578,HYUNDAI,VENUE(2020-2022),SX O 1.5 CRDI EXECUTIVE,DIESEL,Pearl White,52535,SUV,Automatic,pune,maharashtra,01-11-2021,2021,244499,Budget,51
572583,MAHINDRA,XUV500,W6,DIESEL,Arizona Grey,120989,SUV,Manual,chennai,tamil nadu,01-08-2014,2014,364899,Budget,21
572594,MARUTI SUZUKI,ALTO 800,LXI,PETROL,Silky Silver,39112,HATCHBACK,Manual,hyderabad,telangana,01-12-2016,2016,235999,Budget,34
572671,MARUTI SUZUKI,VITARA BREZZA,ZDI AMT,DIESEL,White,52170,SUV,Manual,alibaug,maharashtra,01-01-2020,2020,371599,Budget,32
572672,MARUTI SUZUKI,CIAZ,ALPHA 1.4 MT,PETROL,Silver,48500,SEDAN,Manual,delhi,delhi,01-11-2017,2017,315299,Income issues,48
572693,HONDA,CITY,1.5 S MT,PETROL,White,52000,SEDAN,Manual,ahmedabad,gujarat,01-05-2012,2012,80000,Income issues,50
572813,MARUTI SUZUKI,CELERIO,VXI,PETROL,A Silver,25491,HATCHBACK,Manual,hindupur,andhra pradesh,01-01-2022,2022,238599,Budget,26
572926,KIA,SELTOS,HTK 1.5 DIESEL,DIESEL,Red,16594,SUV,Manual,bengaluru,karnataka,01-11-2019,2019,766099,Budget,57
572989,MARUTI SUZUKI,SWIFT DZIRE,VXI,PETROL,White,45408,SEDAN,Manual,panvel,maharashtra,01-10-2016,2016,279599,Income issues,65
573002,MARUTI SUZUKI,BALENO,ALPHA 1.2,PETROL,Blue,34587,HATCHBACK,Manual,ahmedabad,gujarat,01-01-2016,2016,325299,Budget,56
573003,JEEP,COMPASS,LIMITED 2.0 DIESEL,DIESEL,White,55779,SUV,Manual,ahmedabad east,gujarat,01-01-2018,2018,1155236,Budget,44
573129,KIA,SELTOS(2020-2022),GTX PLUS AT 1.5 DIESEL,DIESEL,Silver,50553,SUV,Manual,mumbai,maharashtra,01-04-2021,2021,257399,Budget,50
573134,HYUNDAI,ELITE I20,MAGNA PLUS 1.2,PETROL,Grey,44291,HATCHBACK,Manual,banglore-cafe dly,karnataka,01-07-2019,2019,242299,Budget,27
573135,TOYOTA,GLANZA(2020-2022),V,PETROL,White,11024,HATCHBACK,Manual,bengaluru,karnataka,01-09-2022,2022,280099,Budget,49
573186,MARUTI SUZUKI,SWIFT,VXI AMT,PETROL,Red,15754,HATCHBACK,Manual,lucknow,uttar pradesh,01-04-2021,2021,411099,Income issues,49
573224,RENAULT,KWID,RXL,PETROL,White,45056,HATCHBACK,Manual,chennai,tamil nadu,01-12-2017,2017,435099,Budget,52
573230,NISSAN,TERRANO,XL P,PETROL,Silver,35421,SUV,Manual,navi mumbai,maharashtra,01-11-2016,2016,270799,Budget,27
573263,HONDA,CITY,VX MT DIESEL,DIESEL,Brown,90330,SEDAN,Manual,ahmedabad east,gujarat,01-09-2015,2015,432099,Budget,53
573326,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,PETROL,Silver,640000,HATCHBACK,Automatic,delhi,delhi,01-08-2012,2012,209599,Budget,34
573328,HONDA,CITY,V MT DIESEL,DIESEL,Red,87415,SEDAN,Manual,tirunelveli,tamil nadu,01-02-2015,2015,773199,Budget,33
573330,HONDA,AMAZE,1.5 EMT I DTEC,DIESEL,Silver,79500,SEDAN,Manual,ahmedabad east,gujarat,01-06-2013,2013,803399,Income issues,62
573333,SKODA,RAPID,ELEGANCE 1.6 MPFI AT,PETROL,Red,71669,SEDAN,Automatic,bengaluru,karnataka,01-06-2017,2017,557099,Budget,38
573335,MARUTI SUZUKI,WAGON R 1.0,LXI CNG,CNG,Blue,82000,HATCHBACK,Manual,ahmedabad,gujarat,01-08-2013,2013,196999,Budget,36
573481,HONDA,BRIO,S MT,PETROL,White,78422,HATCHBACK,Manual,bengaluru,karnataka,01-12-2014,2014,436999,Budget,31
573604,SKODA,SUPERB,ELEGANCE 2.0 TDI CR AT,DIESEL,B Mist,107556,SEDAN,Manual,chennai,tamil nadu,01-02-2012,2012,453399,Income issues,62
573686,FORD,FIESTA(2008-2011),SXI 1.4 TDCI,DIESEL,Silver,139196,SEDAN,Manual,hyderabad,telangana,01-05-2010,2010,387899,Budget,29
573751,HYUNDAI,GRAND I10 NIOS(2019-2023),SPORTZ 1.2 KAPPA VTVT CNG,CNG,Grey,62075,HATCHBACK,Manual,bengaluru,karnataka,01-02-2021,2021,201899,Budget,24
573763,HYUNDAI,XCENT,S 1.2 OPT,PETROL,White Red,61040,SEDAN,Manual,mumbai east,maharashtra,01-02-2015,2015,417399,Income issues,63
573858,HONDA,BRIO,S MT,PETROL,Brown,67935,HATCHBACK,Manual,pune,maharashtra,01-06-2013,2013,651999,Budget,56
573947,HYUNDAI,CRETA,SX 1.6 AT PETROL,PETROL,A Blue,24613,SUV,Manual,ahmedabad,gujarat,01-02-2019,2019,252799,Budget,63
574031,MAHINDRA,XUV500,W9,DIESEL,White,76547,SUV,Manual,delhi,delhi,01-10-2019,2019,625199,Budget,40
574034,MARUTI SUZUKI,WAGON R,LXI,PETROL,Blue,74000,HATCHBACK,Manual,palwal,haryana,01-12-2009,2009,500000,Income issues,18
574036,VOLKSWAGEN,VENTO,HIGHLINE 1.6 PETROL,PETROL,Black,63000,SEDAN,Automatic,ahmedabad east,gujarat,01-01-2011,2011,338099,Budget,50
574097,HYUNDAI,ELITE I20,MAGNA EXECUTIVE 1.2,PETROL,Red,34580,HATCHBACK,Automatic,mumbai,maharashtra,01-01-2017,2017,305099,Income issues,66
574172,MARUTI SUZUKI,BALENO,DELTA 1.3,DIESEL,Red,89802,HATCHBACK,Automatic,hyderabad,telangana,01-09-2017,2017,552599,Income issues,25
574187,MARUTI SUZUKI,SWIFT,VXI,PETROL,White,53471,HATCHBACK,Manual,faridabad,haryana,01-09-2017,2017,371499,Income issues,65
574350,HYUNDAI,VERNA,VGT CRDI 1.5,DIESEL,Gold,172469,SEDAN,Manual,panvel,maharashtra,01-03-2008,2008,830699,Income issues,53
574426,MAHINDRA,XUV 500,W10 AT FWD,DIESEL,Pearl White,46377,SUV,Automatic,chennai,tamil nadu,01-02-2017,2017,691699,Budget,61
574485,MARUTI SUZUKI,CIAZ,DELTA 1.4 MT,PETROL,White,66548,SEDAN,Automatic,pune,maharashtra,01-03-2017,2017,612000,Budget,67
574488,MARUTI SUZUKI,DZIRE,ZXI AGS,PETROL,Silver,34375,SEDAN,Automatic,new delhi,delhi,01-11-2020,2020,714199,Income issues,59
574505,VOLKSWAGEN,VENTO,HIGHLINE 1.2 PETROL AT,PETROL,Black,79958,SEDAN,Automatic,delhi,delhi,01-04-2016,2016,327799,Income issues,55
574510,HYUNDAI,I20,SPORTZ 1.2 BS IV,PETROL,Silver,90000,HATCHBACK,Manual,chennai,tamil nadu,01-01-2012,2012,658899,Budget,21
574539,MARUTI SUZUKI,BALENO,ALPHA,PETROL,Pearl White,5302,HATCHBACK,Manual,bhuj,gujarat,01-03-2022,2022,790299,Income issues,44
574580,VOLKSWAGEN,VENTO,HIGHLINE PETROL AT,PETROL,Black,71000,SEDAN,Automatic,channapatna,karnataka,01-11-2010,2010,240599,Budget,65
574775,MITSUBISHI,PAJERO SPORT,2.5 MT,DIESEL,Black,76000,SUV,Manual,mumbai west,maharashtra,01-11-2013,2013,555899,Budget,65
574951,MAHINDRA,XUV500,W8,DIESEL,Grey,67147,SUV,Manual,bengaluru,karnataka,01-03-2014,2014,504899,Budget,54
575071,TATA,TIAGO,XZ,PETROL,Brown,66837,HATCHBACK,Manual,bengaluru,karnataka,01-08-2018,2018,89099,Budget,56
575333,MARUTI SUZUKI,DZIRE,VXI AMT,PETROL,Grey,41139,SEDAN,Manual,thane,maharashtra,01-05-2019,2019,637399,Income issues,58
575826,MARUTI SUZUKI,BALENO,DELTA,DIESEL,Grey,33198,HATCHBACK,Manual,delhi,delhi,01-04-2016,2016,386599,Budget,54
576178,VOLKSWAGEN,TAIGUN,TOPLINE 1.0 TSI MT,PETROL,Yellow,26868,SUV,Manual,delhi,delhi,01-10-2021,2021,397499,Budget,58
576194,HYUNDAI,AURA,SX PLUS 1.2 AMT PETROL,PETROL,Grey,22821,SEDAN,Manual,delhi,delhi,01-11-2020,2020,380000,Budget,48
576203,MARUTI SUZUKI,DZIRE,ZXI PLUS AMT,PETROL,Grey,55911,SEDAN,Manual,pen,maharashtra,01-07-2018,2018,1071103,Income issues,19
576219,VOLKSWAGEN,POLO,HIGHLINE PLUS 1.0 P,PETROL,Brown,32106,HATCHBACK,Automatic,gurgaon,haryana,01-10-2019,2019,264199,Income issues,69
576220,MARUTI SUZUKI,BALENO,DELTA,PETROL,Silver,43814,HATCHBACK,Automatic,hyderabad,telangana,01-01-2018,2018,221899,Income issues,58
576237,HONDA,CITY,VX MT PETROL,PETROL,Brown,67774,SEDAN,Manual,banglore-cafe dly,karnataka,01-10-2015,2015,402399,Budget,49
576238,MARUTI SUZUKI,DZIRE(2017-2020),ZXI AMT BS-VI,PETROL,Brown,13895,SEDAN,Manual,kalyan,maharashtra,01-09-2020,2020,347699,Budget,32
576240,RENAULT,TRIBER,RXT,PETROL,Silver,18732,MPV,Manual,bengaluru,karnataka,01-04-2022,2022,457099,Budget,40
576389,MARUTI SUZUKI,WAGON R 1.0,VXI,PETROL,White,80876,HATCHBACK,Manual,bahadurgarh,haryana,01-10-2012,2012,251299,Budget,25
576443,MARUTI SUZUKI,DZIRE,ZXI PLUS AGS,PETROL,Pearl White,38700,SEDAN,Manual,hyderabad,telangana,01-08-2020,2020,263599,Income issues,70
576472,MERCEDES BENZ,CLA CLASS,200 PETROL SPORT,PETROL,Red,57559,SEDAN,Manual,junagadh,gujarat,01-09-2018,2018,260299,Income issues,69
576502,HONDA,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,White,63578,HATCHBACK,Manual,ahmedabad,gujarat,01-10-2017,2017,802199,Budget,45
576509,MARUTI SUZUKI,WAGON R,LXI 1.0 (O) CNG BS-VI,CNG,Silver,25582,HATCHBACK,Manual,bengaluru,karnataka,01-06-2021,2021,350000,Income issues,29
576510,MAHINDRA,XUV500(2015_2017),W10,DIESEL,A Blue,56822,SUV,Manual,chennai,tamil nadu,01-08-2015,2015,290699,Budget,47
576657,TOYOTA,INNOVA CRYSTA,2.8 ZX AT 7 STR,DIESEL,Brown,61000,MPV,Manual,mumbai east,maharashtra,01-09-2017,2017,582899,Budget,28
576665,HONDA,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,A Silver,56444,HATCHBACK,Manual,hyderabad,telangana,01-10-2016,2016,478299,Income issues,64
576667,RENAULT,TRIBER,RXZ,PETROL,White,16644,MPV,Manual,hyderabad,telangana,01-07-2021,2021,987199,Budget,47
576778,HYUNDAI,GRAND I10,1.2 KAPPA ASTA,PETROL,Red,30959,HATCHBACK,Manual,mumbai,maharashtra,01-06-2017,2017,1389758,Budget,60
576791,HONDA,WR V,VX MT PETROL,PETROL,White,54174,SUV,Automatic,kalyan,maharashtra,01-12-2017,2017,397799,Income issues,67
576814,MARUTI SUZUKI,BALENO,DELTA AT 1.2,PETROL,Blue,27701,HATCHBACK,Automatic,pune,maharashtra,01-09-2018,2018,394099,Income issues,35
576911,FORD,FIGO,TREND (O) WITH ABS 1.2,PETROL,Grey,54127,HATCHBACK,Automatic,mumbai,maharashtra,01-04-2016,2016,564299,Budget,30
576957,VOLKSWAGEN,POLO,COMFORTLINE 1.2L PETROL,PETROL,White,62804,HATCHBACK,Automatic,mumbai east,maharashtra,01-06-2013,2013,723199,Income issues,23
576958,MARUTI SUZUKI,SWIFT DZIRE,ZDI AT,DIESEL,Silver,83000,SEDAN,Automatic,bangalore k r puram,karnataka,01-01-2017,2017,593599,Budget,70
576995,HONDA,JAZZ,S,PETROL,Urban Titanium,47322,HATCHBACK,Automatic,mumbai,maharashtra,01-10-2015,2015,1122108,Budget,21
577007,FIAT,GRAND PUNTO,SPORT 1.3,DIESEL,Yellow,103000,HATCHBACK,Automatic,hyderabad,telangana,01-10-2014,2014,546199,Budget,51
577117,FORD,FIGO,EXI DURATORQ 1.4,DIESEL,White,53490,HATCHBACK,Automatic,delhi,delhi,01-09-2012,2012,288499,Budget,22
577189,TOYOTA,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,68456,MPV,Automatic,bangalore k r puram,karnataka,01-08-2016,2016,401099,Budget,32
577204,MG,HECTOR,SHARP 1.5 DCT PETROL,PETROL,White,82679,SUV,Automatic,delhi,delhi,01-09-2019,2019,218899,Budget,37
577210,MARUTI SUZUKI,SWIFT,VXI,PETROL,Blue,23768,HATCHBACK,Manual,chennai,tamil nadu,01-10-2018,2018,349299,Budget,31
577295,FORD,ENDEAVOUR(2016_2019),TITANIUM 2.2 4X2 AT,DIESEL,White,16337,SUV,Manual,chennai,tamil nadu,01-06-2018,2018,311399,Budget,44
577416,RENAULT,KIGER(2021-2022),RXT O MT,PETROL,White,1801,SUV,Manual,ghaziabad,uttar pradesh,01-05-2022,2022,623799,Budget,40
577425,HYUNDAI,CRETA,1.6 VTVT SX PLUS,PETROL,Red,25643,COMPACTSUV,Manual,hyderabad,telangana,01-09-2018,2018,777299,Income issues,27
577513,SKODA,KUSHAQ,STYLE 1.0L TSI AT,PETROL,Grey,10181,SUV,Manual,pune,maharashtra,01-10-2021,2021,184699,Budget,47
577522,TOYOTA,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,75000,SEDAN,Manual,mumbai west,maharashtra,01-04-2015,2015,460899,Income issues,41
577525,HONDA,CITY(2011-2014),1.5 V MT,PETROL,Red,68000,SEDAN,Manual,hyderabad,telangana,01-08-2012,2012,680899,Budget,51
577619,SKODA,SUPERB,L&K TSI AT,PETROL,Black,65565,SEDAN,Manual,bengaluru,karnataka,01-04-2019,2019,936699,Income issues,53
577620,HYUNDAI,EON,ERA PLUS,PETROL,Grey,57834,HATCHBACK,Manual,bengaluru,karnataka,01-02-2015,2015,570399,Budget,43
577639,MARUTI SUZUKI,BALENO,ZETA,PETROL,Blue,9789,HATCHBACK,Automatic,noida,uttar pradesh,01-08-2020,2020,256099,Income issues,67
577647,TOYOTA,FORTUNER,2.8 4WD AT,DIESEL,White,114000,SUV,Automatic,hyderabad,telangana,01-02-2019,2019,614099,Income issues,61
577649,TOYOTA,CAMRY,HYBRID,PETROL,White,62532,SEDAN,Automatic,delhi,delhi,01-10-2016,2016,189499,Budget,68
577659,HYUNDAI,GRAND I10,1.2 KAPPA SPORTZ,PETROL,Grey,38024,HATCHBACK,Automatic,vasai,maharashtra,01-10-2019,2019,775000,Income issues,67
577704,TATA,ALTROZ,XZ PLUS DIESEL,DIESEL,Red,14203,HATCHBACK,Automatic,bengaluru,karnataka,01-07-2022,2022,607399,Income issues,29
577755,HYUNDAI,I20 ACTIVE,1.2 S,PETROL,Red,32321,HATCHBACK,Automatic,thane,maharashtra,01-06-2017,2017,541499,Budget,50
577795,HYUNDAI,GRAND I10,1.2 KAPPA ASTA O,PETROL,Orange,33975,HATCHBACK,Automatic,new delhi,delhi,01-08-2014,2014,240899,Budget,61
577806,FORD,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Silver,70183,SUV,Automatic,bangalore k r puram,karnataka,01-08-2014,2014,443099,Budget,19
577901,FORD,FIGO,ZXI DURATORQ 1.4,DIESEL,White,69220,HATCHBACK,Automatic,pune,maharashtra,01-09-2011,2011,694399,Budget,33
577906,MAHINDRA,XUV500,W9,DIESEL,White,74400,SUV,Automatic,delhi,delhi,01-08-2018,2018,324199,Budget,51
577918,TATA,TIAGO,XT,PETROL,A Blue,37042,HATCHBACK,Automatic,mumbai east,maharashtra,01-05-2017,2017,380699,Budget,69
577959,VOLKSWAGEN,POLO,COMFORTLINE 1.2L DIESEL,DIESEL,White,50392,HATCHBACK,Manual,baramati,maharashtra,01-03-2013,2013,180000,Budget,19
578157,HYUNDAI,I20,SPORTZ 1.2 BS IV,PETROL,Silver,30166,HATCHBACK,Manual,mumbai west,maharashtra,01-04-2017,2017,590899,Income issues,55
578174,MAHINDRA,XUV500,W8,DIESEL,Pearl White,104318,SUV,Manual,bangalore south,karnataka,01-07-2014,2014,416299,Budget,49
578177,BMW,5 SERIES,520D LUXURY LINE,DIESEL,Black,90000,SEDAN,Automatic,bengaluru,karnataka,01-01-2016,2016,756099,Income issues,31
578194,MARUTI SUZUKI,BALENO,DELTA (A/T),PETROL,Grey,24125,HATCHBACK,Automatic,hyderabad,telangana,01-01-2019,2019,659499,Budget,42
578257,VOLKSWAGEN,POLO,COMFORTLINE 1.2L P,PETROL,White,40600,HATCHBACK,Automatic,hyderabad,telangana,01-09-2016,2016,261699,Income issues,69
578294,MAHINDRA,THAR,CRDE 4X4 AC,DIESEL,Black,29291,SUV,Automatic,bengaluru,karnataka,01-01-2019,2019,589399,Budget,26
578345,FORD,ECOSPORT,1.5 SIGNATURE AT TIVCT,PETROL,A Silver,64004,SUV,Automatic,bengaluru,karnataka,01-02-2015,2015,413899,Budget,41
578387,MAHINDRA,XUV500(2011_2015),W8,DIESEL,Black,93400,SUV,Automatic,gurgaon,haryana,01-04-2014,2014,141399,Budget,55
578393,MAHINDRA,XUV 500,W10,DIESEL,Other,62091,SUV,Automatic,delhi,delhi,01-02-2017,2017,170000,Income issues,35
578395,HYUNDAI,CRETA,1.4 CRDI S PLUS,DIESEL,Other,57380,COMPACTSUV,Automatic,ahmedabad,gujarat,01-09-2015,2015,690699,Income issues,66
578414,HYUNDAI,VERNA(2017-2020),1.6 VTVT SX,PETROL,Black,48751,SEDAN,Automatic,ahmedabad,gujarat,01-05-2018,2018,476499,Budget,36
578426,TOYOTA,INNOVA CRYSTA,2.8 ZX AT 7 STR,DIESEL,White,44719,MPV,Automatic,bengaluru,karnataka,01-07-2017,2017,489599,Budget,27
578486,TOYOTA,COROLLA ALTIS(2014-2017),1.8 VL AT,PETROL,White,110000,SEDAN,Automatic,banglore-cafe dly,karnataka,01-06-2014,2014,306000,Budget,41
578488,SKODA,OCTAVIA,1.8 TSI AMBITION PLUS AT,PETROL,White,56869,SEDAN,Automatic,chennai,tamil nadu,01-02-2017,2017,575099,Budget,21
578505,TATA,TIAGO,REVOTRON XZ PLUS,PETROL,White,45390,HATCHBACK,Automatic,bengaluru,karnataka,01-08-2021,2021,249299,Budget,53
578514,HYUNDAI,ELANTRA,VTVT S 1.8 BS IV,PETROL,Black,64000,SEDAN,Automatic,chennai,tamil nadu,01-05-2013,2013,474499,Income issues,54
578522,MARUTI SUZUKI,SWIFT DZIRE,ZDI AT,DIESEL,White,67000,SEDAN,Automatic,ahmedabad,gujarat,01-07-2018,2018,504699,Budget,53
578587,HONDA,AMAZE,1.2 SMT I VTEC,PETROL,Red,50898,SEDAN,Manual,delhi,delhi,01-05-2019,2019,480399,Budget,47
578712,RENAULT,KWID,RXL,PETROL,Carbon Bronze,41657,HATCHBACK,Manual,new delhi,delhi,01-11-2018,2018,1818604,Budget,64
578729,KIA,SONET,GTX PLUS 1.5 AT,DIESEL,White,45303,SUV,Manual,chennai,tamil nadu,01-03-2021,2021,,Income issues,18
578759,NISSAN,MICRA,XE PETROL,PETROL,Orange,66258,HATCHBACK,Manual,bangalore south,karnataka,01-07-2011,2011,500000,Budget,68
578862,MARUTI SUZUKI,BALENO,ALPHA,PETROL,Blue,52386,HATCHBACK,Manual,ghaziabad,uttar pradesh,01-09-2017,2017,237199,Income issues,62
578934,MARUTI SUZUKI,ERTIGA,VXI,PETROL,White,36617,MPV,Manual,mumbai,maharashtra,01-10-2016,2016,391999,Budget,51
579199,MAHINDRA,XUV300,W8 OPTIONAL PETROL,PETROL,White,41683,SUV,Manual,delhi,delhi,01-01-2021,2021,207499,Income issues,54
579203,RENAULT,KWID,CLIMBER 1.0,PETROL,A Blue,31683,HATCHBACK,Manual,mumbai,maharashtra,01-11-2018,2018,882599,Budget,22
579205,TATA,TIAGO,XM DIESEL,DIESEL,A Blue,81788,HATCHBACK,Manual,bulandshahar,uttar pradesh,01-08-2016,2016,622999,Budget,53
579315,MARUTI SUZUKI,VITARA BREZZA,ZDI+,DIESEL,Red,99000,HATCHBACK,Manual,bangalore south,karnataka,01-11-2019,2019,772499,Budget,34
579438,MARUTI SUZUKI,VITARA BREZZA,VDi,DIESEL,Metalic Grey,32976,HATCHBACK,Manual,bangalore k r puram,karnataka,01-01-2019,2019,394199,Budget,32
579441,TOYOTA,FORTUNER,3.0 MT 4X2,DIESEL,White,127574,SUV,Manual,bengaluru,karnataka,01-08-2014,2014,560999,Income issues,64
579560,SKODA,OCTAVIA,ELEGANCE 1.8 TSI AT,PETROL,A Silver,49832,SEDAN,Automatic,faridabad,haryana,01-11-2014,2014,291999,Income issues,20
579694,MAHINDRA,THAR,LX 4-STR CONVERTIBLE DIESEL MT,DIESEL,Aquamarine,9706,SUV,Automatic,bangalore south,karnataka,01-03-2022,2022,430999,Budget,24
579700,HYUNDAI,VERNA,1.6 CRDI SX PLUS AT,DIESEL,Silver,52176,SEDAN,Automatic,gandhi nagar,gujarat,01-02-2018,2018,215899,Budget,20
579702,KIA,CARENS,LUXURY PLUS 1.5 DIESEL AT 7 STR,DIESEL,Black,13654,MPV,Automatic,dombivali,maharashtra,01-01-2022,2022,184799,Income issues,42
579723,MARUTI SUZUKI,SWIFT,VDI ABS,DIESEL,Red,32909,HATCHBACK,Manual,mumbai west,maharashtra,01-01-2018,2018,616799,Budget,48
580091,MG,HECTOR PLUS(2021-2023),SHARP 2.0 DIESEL,DIESEL,Black,884,SUV,Manual,vasai,maharashtra,01-07-2023,2023,460899,Budget,62
580129,TOYOTA,INNOVA,2.5 GX 8 STR BS IV,DIESEL,Silver,71063,SUV,Manual,ahmedabad east,gujarat,01-01-2014,2014,343299,Budget,62
580182,MARUTI SUZUKI,SWIFT DZIRE,VXI AT,PETROL,Silver,29723,HATCHBACK,Automatic,chennai,tamil nadu,01-01-2018,2018,465599,Budget,50
580239,BMW,X1,SDRIVE 20D,DIESEL,Blue,94711,SUV,Automatic,mumbai,maharashtra,01-07-2016,2016,,Budget,57
580247,SKODA,OCTAVIA,1.8 TSI L&K,PETROL,Black,29932,SEDAN,Automatic,new delhi,delhi,01-02-2019,2019,,Income issues,24
580253,MERCEDES BENZ,CLA,200 D URBAN SPORT,DIESEL,White,74700,SEDAN,Automatic,mumbai,maharashtra,01-11-2019,2019,,Budget,59
580287,MG,ASTOR,SAVVY TURBO AT,PETROL,White,9493,SUV,Automatic,gurgaon,haryana,01-11-2021,2021,324599,Budget,63
580445,RENAULT,DUSTER,85 PS RXS 4X2 MT,DIESEL,Orange,102000,SUV,Automatic,hyderabad,telangana,01-06-2017,2017,421099,Budget,41
580459,JEEP,COMPASS(2021-2023),LONGITUDE O 1.4 PETROL DCT,PETROL,Blue,11110,SUV,Automatic,bangalore k r puram,karnataka,01-07-2021,2021,371199,Budget,35
580509,HYUNDAI,VERNA,1.4 CRDI EX,DIESEL,White,81167,SEDAN,Automatic,thane,maharashtra,01-12-2019,2019,499000,Budget,34
580554,HYUNDAI,GRAND I10,ASTA AT 1.2 KAPPA VTVT,PETROL,Grey,75394,HATCHBACK,Automatic,bengaluru,karnataka,01-12-2015,2015,650999,Income issues,49
580562,TATA,NEXON,XMA PETROL,PETROL,White,45555,HATCHBACK,Automatic,raigarh,maharashtra,01-01-2019,2019,884399,Budget,43
580577,JEEP,COMPASS,LIMITED 2.0 DIESEL,DIESEL,A Silver,39936,SUV,Automatic,banglore-cafe dly,karnataka,01-10-2017,2017,304399,Budget,63
580584,HONDA,JAZZ,1.2 SV I VTEC,PETROL,Brown,20831,HATCHBACK,Automatic,new delhi,delhi,01-01-2017,2017,202099,Budget,38
580586,HONDA,AMAZE,1.2 EMT I VTEC,PETROL,Silver,43501,SEDAN,Manual,gurgaon,haryana,01-01-2018,2018,400599,Income issues,59
580591,MAHINDRA,THAR,LX 4-STR HARD TOP PETROL AT,PETROL,G. Red,32304,SUV,Manual,chennai,tamil nadu,01-09-2021,2021,361299,Budget,35
